45818,QID 21,"Who said: “Let the earth bring forth grass, the herb yielding seed, and the fruit tree yielding fruit after his kind”?",,,God,Adam,Noah,The angel of the Lord,1,Genesis,1,11,Genesis 1:11
45819,QID 22,On what day of creation did God say: “Let there be lights in the firmament of the heaven to divide the day from the night”?,,,Day 4,Day3,Day 5,Day 2,2,Genesis,1,14,Genesis 1:14
45820,QID 23,"During creation, what did God say should be used for “signs, and for seasons, and for days, and years”?",,,"Sun, moon and stars",The earth’s rotation,Changing color of leaves,Changes in temperature,1,Genesis,1,14,Genesis 1:14
45821,QID 24,Which did God make first?,,,Stars,Birds,Fish,Cattle,2,Genesis,1,16,Genesis 1:16
45822,QID 25,What did God make to rule the night?,,,The moon,Darkness,Evil spirits,Dreams,1,Genesis,1,16,Genesis 1:16
45823,QID 26,What did God make to rule the day?,,,The sun,Angels,Man,The beasts of the field,1,Genesis,1,16,Genesis 1:16
45824,QID 27,"During creation, how many “great lights” did God make?",,,Two,Five,Nine,Four,1,Genesis,1,16,Genesis 1:16
45825,QID 28,What did God make on the fourth day?,,,"The sun, moon and stars",Grass and dry land,Sea life,The firmament,2,Genesis,1,16,Genesis 1:16
45826,QID 29,Which did God make first?,,,Whales,Man,Cattle,Sheep,2,Genesis,1,21,Genesis 1:21
45827,QID 30,On what day of creation did God make whales?,,,Day 5,Day 1,Day 3,Day 2,2,Genesis,1,21,Genesis 1:21
45828,QID 31,On what day of creation did God create turkeys?,,,Day 5,Day 6,Day 4,Day 2,2,Genesis,1,21,Genesis 1:21
45829,QID 32,What did God make on the fifth day of creation?,,,Sea life and birds,Grass and dry land,Man,Sun and moon,2,Genesis,1,21,Genesis 1:21
45830,QID 33,"Finish the following sentence: After he created sea creatures and birds “God blessed them, saying, be fruitful, and…”",,,Multiply,Dominate,Subjugate,Populate,1,Genesis,1,22,Genesis 1:22
45831,QID 34,What did God make on sixth day of creation?,,,Land creatures,Firmament,Sea life and birds,Trees and dry land,2,Genesis,1,24,Genesis 1:24
45832,QID 35,On what day of creation did God make creeping things?,,,Day 6,Day 4,Day 3,Day 5,2,Genesis,1,24,Genesis 1:24
45833,QID 36,On what day of creation did God make man?,,,Day 6,Day 4,Day 1,Day 7,1,Genesis,1,26,Genesis 1:26
45834,QID 37,"Who said: “Let us make man in our image, in our likeness”?",,,God,Gabriel the archangel,Lucifer,Adam,1,Genesis,1,26,Genesis 1:26
45835,QID 38,In whose image was man created?,,,God,Angels,Beast of the fields,Primates,1,Genesis,1,26,Genesis 1:26
45836,QID 39,To whom did God give dominion over sea life?,,,Man,All primates,Angels,Whales,1,Genesis,1,26,Genesis 1:26
45837,QID 40,To whom did God give dominion over birds?,,,Man,Angels,Eagles,All primates,1,Genesis,1,26,Genesis 1:26
45838,QID 41,What did God specifically instruct Adam and Eve to do?,,,Be fruitful,Be honest,Be frugal,Be prayerful,1,Genesis,1,28,Genesis 1:28
45839,QID 42,Which of these was not an instruction from God to Adam and Eve?,,,Kill animals for food,Replenish the earth,Subdue the earth,Multiply,1,Genesis,1,28,Genesis 1:28
45840,QID 43,On what day of creation did God rest?,,,Seventh,Eighth,Fifth,Sixth,1,Genesis,2,2,Genesis 2:2
45841,QID 44,What did God do on the seventh day of creation?,,,He rested,He made man,He planted the Tree of Life,He made Eve,1,Genesis,2,2,Genesis 2:2
45842,QID 45,What did God do to the seventh day?,,,He blessed it,Nothing special,He made it a workday,He cursed it,1,Genesis,2,3,Genesis 2:3
45843,QID 46,What day of the week did God sanctify?,,,Seventh,All,None,Sixth,1,Genesis,2,3,Genesis 2:3
45844,QID 47,How was the earth watered before God made it rain?,,,By a mist from the earth,It wasn’t watered,By an underground well,By morning dew,2,Genesis,2,6,Genesis 2:6
45845,QID 48,What did God use to make man?,,,Dust,A combination of elements,Air,Water,2,Genesis,2,7,Genesis 2:7
45846,QID 49,How did God put the breath of life into the first man?,,,Through his nostrils,Through his mouth,Through his heart,Through his mind,2,Genesis,2,7,Genesis 2:7
45847,QID 50,What happened to Adam when God put the breath of life into him?,,,He became a living soul,He was aware of good and evil,He knew he was naked,Nothing,2,Genesis,2,7,Genesis 2:7
45848,QID 51,Where did God plant the tree of knowledge of good and evil?,,,In the Garden of Eden,On the Mount of Olives,On Mount Sinai,In an unknown place,2,Genesis,2,8,Genesis 2:8
45849,QID 52,Where did God plant the tree of life?,,,In the Garden of Eden,On Mount Seir,In the Garden of Gethsemane,In an unknown place,2,Genesis,2,8,Genesis 2:8
45850,QID 53,Who planted the first garden in the Bible?,,,God,Noah,Cain,Adam,1,Genesis,2,8,Genesis 2:8
45851,QID 54,Where was the first garden mentioned in the Bible planted?,,,In Eden,In Babel,In Ur,In Babylon,1,Genesis,2,8,Genesis 2:8
45852,QID 55,How many headwaters did the river that watered Eden separate into?,,,Four,Six,Three,Two,2,Genesis,2,11,Genesis 2:11
45853,QID 56,What was the name of the first headwater of the river that watered the Garden of Eden?,,,Pison,Gihon,Hiddekel,Euphrates,3,Genesis,2,11,Genesis 2:11
45854,QID 57,"Which land did the Pison, a headwater of the river that watered Eden, wind through?",,,Havilah,Ethiopia,Assyria,Babylon,3,Genesis,2,11,Genesis 2:11
45855,QID 58,"What precious metal was found in the land of Havilah, whose river was an offshoot of the one that flowed through Eden?",,,Gold,Silver,Bronze,Copper,3,Genesis,2,12,Genesis 2:12
45856,QID 59,"According to Genesis, what plant product was found in the land of Havilah, whose river was an offshoot of the one that flowed through Eden?",,,Bdellium,Olive oil,Figs,Dates,3,Genesis,2,12,Genesis 2:12
45857,QID 60,"What valued stone was found in the land of Havilah, whose river was an offshoot of the one that flowed through Eden?",,,Onyx,Diamond,Emerald,Ruby,3,Genesis,2,12,Genesis 2:12
45858,QID 61,"Which land did the Gihon, a headwater of the river that watered Eden, wind through?",,,Ethiopia,Havilah,Assyria,Babylon,3,Genesis,2,13,Genesis 2:13
45859,QID 62,What was the name of the second headwater of the river that watered the Garden of Eden?,,,Gihon,Hiddekel,Pison,Euphrates,3,Genesis,2,13,Genesis 2:13
45860,QID 63,"Which land did the Hiddekel, a headwater of the river that watered Eden, wind through?",,,Assyria,Havilah,Ethiopia,Babylon,3,Genesis,2,14,Genesis 2:14
45861,QID 64,What was the name of the third headwater of the river that watered the Garden of Eden?,,,Hiddekel,Euphrates,Pison,Gihon,3,Genesis,2,14,Genesis 2:14
45862,QID 65,What was the name of the fourth headwater of the river that watered the Garden of Eden?,,,Euphrates,Gihon,Hiddekel,Pison,3,Genesis,2,14,Genesis 2:14
45863,QID 66,Why did God put Adam in the Garden of Eden?,,,To work and care for it,To feed the animals,To offer burnt sacrifices,To be God’s companion,2,Genesis,2,15,Genesis 2:15
45864,QID 67,What did God tell Adam and Eve would happen if they ate the fruit of the forbidden tree?,,,They would die,They would know they were naked,They would be expelled from the Garden of Eden,They would be immortal,1,Genesis,2,17,Genesis 2:17
45865,QID 68,Who said: “It is not good that the man should be alone”?,,,God,Satan,The archangel,Adam,1,Genesis,2,18,Genesis 2:18
45866,QID 69,To whom was God referring when he said: “It is not good that the man should be alone.”,,,Adam,Noah,Moses,Abraham,1,Genesis,2,18,Genesis 2:18
45867,QID 70,What did God use to make the animals he created?,,,Dust,Thin air,A combination of elements,Water,2,Genesis,2,19,Genesis 2:19
45868,QID 71,Who named all living creatures?,,,Adam,God,Eve,Jesus,1,Genesis,2,19,Genesis 2:19
45869,QID 72,What did God do to Adam before he took a part of him to make Eve?,,,Put him into a deep sleep,Deadened his pain with a touch,Hypnotized him,Placed him in a trance,1,Genesis,2,21,Genesis 2:21
45870,QID 73,What did God take from Adam to help make Eve?,,,A rib,A finger,A thighbone,A shoulder bone,1,Genesis,2,22,Genesis 2:22
45871,QID 74,"Who said: “This is now bone of my bones, and flesh of my flesh: she shall be called Woman”?",,,Adam,God,Job,Cain,1,Genesis,2,23,Genesis 2: 23
45872,QID 75,Why did Adam call Eve “woman”?,,,She was taken out of man,She was weaker than a man,She was made after man,She was the mother of all mankind,2,Genesis,2,23,Genesis 2:23
45873,QID 76,"Finish this verse: “Therefore shall a man leave his father and his mother, and shall cleave unto his wife: and they shall be…”",,,One flesh,Inseparable,Monogamous,Lifetime companions,1,Genesis,2,24,Genesis 2:24
45874,QID 77,What did Adam and Eve wear before they disobeyed God?,,,Nothing,Fig leaves,Animal skins,Heavenly robes,1,Genesis,2,24,Genesis 2:24
45875,QID 78,How did Adam and Eve feel about their nakedness before they disobeyed God?,,,Not ashamed,Ashamed,Embarrassed,Unhappy,1,Genesis,2,25,Genesis 2:25
45876,QID 79,What form did the devil take when he deceived Eve?,,,Serpent,Man,Ape,Angel,1,Genesis,3,1,Genesis 3:1
45877,QID 80,"According to the book of Genesis, which was the most “subtil -- crafty -- animal?”",,,The serpent,The weasel,The ape,The dog,1,Genesis,3,1,Genesis 3:1
45878,QID 81,"Who did the devil ask: “Hath God said, Ye shall not eat of every tree of the garden?”",,,Eve,Adam,No one,Adam and Eve,1,Genesis,3,1,Genesis 3:1
45879,QID 82,Which was the first animal in the bible to speak?,,,Serpent,Donkey,Mule,Raven,1,Genesis,3,1,Genesis 3:1
45880,QID 83,Who was the first person in the bible to speak to an animal?,,,Eve,Adam,God,Satan,1,Genesis,3,2,Genesis 3:2
45881,QID 84,"Who said: “But of the fruit of the tree which is in the midst of the garden, God hath said, Ye shall not eat of it, neither shall ye touch it, lest ye die”?",,,Eve,Adam,The Devil,An angel,1,Genesis,3,3,Genesis 3:3
45882,QID 85,Who told Eve she wouldn’t die if she ate the fruit of the Tree of Knowledge?,,,Serpent,God,Adam,Gabriel The Archangel,1,Genesis,3,4,Genesis 3:4
45883,QID 86,What did the Devil tell Eve would happen if she and Adam ate the fruit of the Tree of Knowledge?,,,They would be as gods,They would live forever,They would never again hunger,They would be wealthy,2,Genesis,3,5,Genesis 3:5
45884,QID 87,What did the Devil promise Eve would happen if she ate of the Tree of Knowledge?,,,She would know good and evil,She would never want any other fruit,She would hunger again,She would live forever,2,Genesis,3,5,Genesis 3:5
45885,QID 88,"What was the Devil referring to when he said: “For God doth know that in the day ye eat thereof, then your eyes shall be opened”?",,,The fruit of the Tree of Knowledge,Meat offered to idols,The flesh of pigs,The fruit of the tree of life,2,Genesis,3,5,Genesis 3:5
45886,QID 89,What did Eve think of the fruit of the Tree of Knowledge after talking to the Devil?,,,It was good for food,It was unhealthy,It was poisonous,It was great tasting,1,Genesis,3,6,Genesis 3:6
45887,QID 90,What did Eve think of the fruit of the Tree of Knowledge after talking to the Devil?,,,It was pleasant to the eyes,It was unappealing,It was unhealthy,It was poisonous,1,Genesis,3,6,Genesis 3:6
45888,QID 91,What did Eve think of the fruit of the Tree of Knowledge after talking to the devil?,,,It would make you wise,It would dull your senses,It was poisonous,It was great tasting,1,Genesis,3,6,Genesis 3:6
45889,QID 92,"In Genesis, who was the first person to eat of the Tree of Knowledge?",,,Eve,The Devil,Adam,God,1,Genesis,3,6,Genesis 3:6
45890,QID 93,"In Genesis, who was the second person to eat of the Tree of Knowledge?",,,Adam,Eve,The Devil,God,1,Genesis,3,6,Genesis 3:6
45891,QID 94,Who gave Adam the fruit of the Tree of Knowledge?,,,Eve,The Devil,God,He picked it himself,1,Genesis,3,6,Genesis 3:6
45892,QID 95,"After they ate the fruit of the Tree of Knowledge, what did Adam and Eve realize?",,,They were naked,They were still hungry,The fruit was unpleasant,The fruit was tasty,1,Genesis,3,7,Genesis 3:7
45893,QID 96,What did Adam and Eve use to make aprons to hide their nakedness?,,,Fig leaves,Sheep skin,Beaver hide,Palm ferns,2,Genesis,3,7,Genesis 3:7
45894,QID 97,"After they ate the fruit of the Tree of Knowledge, what did Adam and Eve do when they heard the voice of God in the garden?",,,Hid themselves,Ran to meet him,Shouted with joy,Nothing,1,Genesis,3,8,Genesis 3:8
45895,QID 98,Where did Adam and Eve attempt to hide from God?,,,Among the trees,Behind a hill,In the lake,In a herd of animals,2,Genesis,3,8,Genesis 3:8
45896,QID 99,"In Genesis 3, what time was God walking in the Garden of Eden?",,,In the cool of day,In the heat of day,In the dark of night,At sunrise,2,Genesis,3,8,Genesis 3:8
45897,QID 100,Who did God ask: “Where art thou?”,,,Adam,Samuel,Moses,Eli,1,Genesis,3,9,Genesis 3:9
45898,QID 101,"Who said: “I heard thy voice in the garden, and I was afraid, because I was naked; and I hid myself”?",,,Adam,Eve,Cain,Satan,1,Genesis,3,10,Genesis 3:10
45899,QID 102,Who did God ask: “Who told thee that thou wast naked?”,,,Adam,Eve,Elisha,No one,1,Genesis,3,11,Genesis 3:11
45900,QID 103,"Who asked: “Hast thou eaten of the tree, whereof I commanded thee that thou shouldest not eat?”",,,God,Samuel,Elijah,Paul,1,Genesis,3,11,Genesis 3:11
45901,QID 104,"Who said: “The woman whom thou gavest to be with me, she gave me of the tree, and I did eat”?",,,Adam,David,Ahab,Isaac,1,Genesis,3,12,Genesis 3:12
45902,QID 105,"To whom were these words said: “The woman whom thou gavest to be with me, she gave me of the tree, and I did eat”?",,,God,Nebuchadnezzar,Pharaoh,Moses,1,Genesis,3,12,Genesis 3:12
45903,QID 106,Who did God ask: “What is this that thou hast done?”,,,Eve,Adam,Cain,The Devil,2,Genesis,3,13,Genesis 3:13
45904,QID 107,"Who said: “The serpent beguiled me, and I did eat”?",,,Eve,Adam,Lot’s wife,Judas,1,Genesis,3,13,Genesis 3:13
45905,QID 108,Why did God curse the serpent?,,,Because it beguiled Eve,Because it was poisonous,Because it crawled on its stomach,Because it didn’t chew a cud,1,Genesis,3,14,Genesis 3:14
45906,QID 109,"When God cursed the serpent, which of the following did he say serpents would do all the days of their lives?",,,Crawl on their bellies,Produce venom,Be cold blooded,Be used for food,1,Genesis,3,14,Genesis 3:14
45907,QID 110,"When God cursed the serpent, which of the following did he say serpents would do all the days of their lives?",,,Eat dust,Produce venom,Be cold blooded,Be used for food,1,Genesis,3,14,Genesis 3:14
45908,QID 111,Which animal did God curse above all others?,,,The serpent,The pig,The hyena,The weasel,1,Genesis,3,14,Genesis 3:14
45909,QID 112,"Who did God tell: “I will put enmity between thee and the woman, and between thy seed and her seed”?",,,The serpent,Adam,Abraham,Hagar,1,Genesis,3,15,Genesis 3:15
45910,QID 113,Finish this statement God made to Eve: “I will greatly multiply thy sorrow and thy…”,,,Conception,Woes,Travails,Problems,2,Genesis,3,16,Genesis 3:16
45911,QID 114,Finish this statement God made to Eve: “In sorrow thou shalt bring forth …”,,,Children,Seed,Produce,Thorns and thistles,2,Genesis,3,16,Genesis 3:16
45912,QID 115,"Finish this statement God made to Eve: “thy desire shall be to thy husband, and he shall…”",,,Rule over thee,Serve thee,Despise thee,Abuse thee,2,Genesis,3,16,Genesis 3:16
45913,QID 116,To whom were these words said: “I will greatly multiply thy sorrow and thy conception; in sorrow thou shalt bring forth children”?,,,Eve,Jezebel,Salome,Potphar’s wife,1,Genesis,3,16,Genesis 3:16
45914,QID 117,"To whom were these words said: “thy desire shall be to thy husband, and he shall rule over thee”?",,,Eve,Ruth,Esther,Jezebel,1,Genesis,3,16,Genesis 3:16
45915,QID 118,What did God do to the ground because Adam disobeyed him and ate of the forbidden fruit?,,,Cursed it,Blessed it,Stopped watering it,Made it more fertile,1,Genesis,3,17,Genesis 3:17
45916,QID 119,How did God say Adam would eat all the days of his life because he ate the fruit of the forbidden tree?,,,In sorrow,In bitterness,In joy,Badly,2,Genesis,3,17,Genesis 3:17
45917,QID 120,Who did God tell: “In the sweat of thy face shalt thou eat bread”?,,,Adam,Satan,Cain,Judas,1,Genesis,3,19,Genesis 3:19
45918,QID 121,Finish this statement by God to Adam: “In the sweat of thy face shalt thou…”,,,Eat bread,Grow food,Labor daily,Conceive,2,Genesis,3,19,Genesis 3:19
45919,QID 122,"Who said these words: “for dust thou art, and unto dust shalt thou return”?",,,God,David,Solomon,Paul,1,Genesis,3,19,Genesis 3:19
45920,QID 123,Why did Adam name his wife “Eve”?,,,She was the mother of all,She disobeyed God,She listened to the serpent,She was the first woman,2,Genesis,3,20,Genesis 3:20
45921,QID 124,What did God cloth Adam and Eve with?,,,Coats of skin,Heavenly robes,Fig leaves,Palm ferns,1,Genesis,3,21,Genesis 3:21
45922,QID 125,"Finish this statement by God: “Behold, the man is become as one of us, to know…”",,,Good and evil,The future,The ways of the earth,The movement of the heavens,2,Genesis,3,22,Genesis 3:22
45923,QID 126,Why did God drive Adam and Eve from the Garden of Eden?,,,So they couldn’t eat of the tree of life,He was very angry with them,They tended the garden poorly,He put them in some place nicer,2,Genesis,3,22,Genesis 3:22
45924,QID 127,What did God say would happen to Adam and Eve if they ate of the tree of life?,,,They would live forever,They would die,They would become children,They would desire no other fruits,1,Genesis,3,22,Genesis 3:22
45925,QID 128,Why did God place Cherubims and a flaming sword at the entrance to the Garden of Eden?,,,To protect the Tree of Life,To protect the Tree of Knowledge,To keep the animals from straying,To keep Adam and Eve safe,2,Genesis,3,24,Genesis 3:24
45926,QID 129,Who was the first child mentioned in the Bible?,,,Cain,Abel,Adam,Eve,1,Genesis,4,1,Genesis 4:1
45927,QID 130,Who said: “I have gotten a man from the Lord”?,,,Eve,Sarah,Rebekah,Hannah,2,Genesis,4,1,Genesis 4:1
45928,QID 131,Who was the second child mentioned in the Bible?,,,Abel,Cain,Esau,Adam,1,Genesis,4,2,Genesis 4:2
45929,QID 132,Who was the first shepherd in the Bible?,,,Abel,Lot,Moses,Cain,2,Genesis,4,2,Genesis 4:2
45930,QID 133,Who was the first farmer in the Bible?,,,Cain,Lot,Enoch,Seth,2,Genesis,4,2,Genesis 4:2
45931,QID 134,What offering did Cain make that was rejected by God?,,,Fruits and vegetables,A lamb,Incense,A bull,2,Genesis,4,3,Genesis 4:3
45932,QID 135,What offering did Abel make that was accepted by God?,,,Firstlings of his flock,Fruits,Incense,Vegetables,1,Genesis,4,4,Genesis 4:4
45933,QID 136,Which of the following happened to Cain when God rejected his offering?,,,His countenance fell,He hid his displeasure,Nothing,He cursed God,3,Genesis,4,5,Genesis 4:5
45934,QID 137,Which of the following happened to Cain when God rejected his offering?,,,He was very wroth,He was slightly displeased,Nothing,He cursed God,3,Genesis,4,5,Genesis 4:5
45935,QID 138,"In Genesis, who asked the question: “Why art thou wroth, and why is thy countenance fallen?”",,,God,Moses,Abraham,Noah,2,Genesis,4,6,Genesis 4:6
45936,QID 139,"To whom was this question asked: “Why art thou wroth, and why is thy countenance fallen?”",,,Cain,Samson,Judas,King Saul,2,Genesis,4,6,Genesis 4:6
45937,QID 140,"To whom did God say: “If thou doest well, shalt thou not be accepted? And if thou doest not well, sin lieth at the door. And unto thee shall be his desire, and thou shalt rule over him”?",,,Cain,Judas,Peter,King Ahab,2,Genesis,4,7,Genesis 4:7
45938,QID 141,What did Cain and Abel do after they both made offerings to God?,,,Talked,Argued fiercely,Ignored each other,Went their separate ways,3,Genesis,4,8,Genesis 4:8
45939,QID 142,Where did Cain kill his brother?,,,In the field,On a lake,In a cave,Behind a tree,2,Genesis,4,8,Genesis 4:8
45940,QID 143,Who was the first murderer?,,,Cain,Abel,Moses,Lamech,1,Genesis,4,8,Genesis 4:8
45941,QID 144,Who was the first murder victim?,,,Abel,Seth,Cain,Enoch,1,Genesis,4,8,Genesis 4:8
45942,QID 145,"Who asked: “Where is Abel, thy brother?”",,,God,Adam,Eve,Cain,1,Genesis,4,9,Genesis 4: 9
45943,QID 146,Who was asked the question: “Am I my brother's keeper?”,,,God,Adam,Cain,Eve,1,Genesis,4,9,Genesis 4:9
45944,QID 147,Who asked: “Am I my brother's keeper?”,,,Cain,Reuben,Esau,Judas,1,Genesis,4,9,Genesis 4:9
45945,QID 148,"Whose blood did God say, “crieth unto me from the ground”?",,,Abel,Jesus,Stephen,Uriah the Hittite,1,Genesis,4,10,Genesis 4:10
45946,QID 149,Who said these words: “now art thou cursed from the earth”?,,,God,Jacob,Noah,Isaac,2,Genesis,4,11,Genesis 4:11
45947,QID 150,To whom were these words said: “now art thou cursed from the earth”?,,,Cain,Ham,Reuben,Judas,2,Genesis,4,11,Genesis 4:11
45948,QID 151,"To whom were these words said: “When thou tillest the ground, it shall not henceforth yield unto thee her strength; a fugitive and a vagabond shalt thou be in the earth”?",,,Cain,Adam,Ham,Judas,1,Genesis,4,12,Genesis 4:12
45949,QID 152,"Who told God, “My punishment is greater than I can bear”?",,,Cain,Judas,Ham,Pharaoh,2,Genesis,4,13,Genesis 4:13
45950,QID 153,"Finish this statement by Cain: “Behold, thou hast driven me out this day from the face of the earth; and from thy face shall I be…”",,,Hid,Ashamed,Condemned,Driven,2,Genesis,4,14,Genesis 4:14
45951,QID 154,"After God announced Cain’s punishment for killing Abel, what did Cain tell God he feared?",,,Someone would kill him,He would be damned forever,His vegetables wouldn’t grow,His parents would hate him,2,Genesis,4,14,Genesis 4:14
45952,QID 155,What did God do to stop Cain from being killed?,,,He put a mark on him,He made him immortal,He hid him away from people,He sent him to a faraway place,1,Genesis,4,15,Genesis 4:15
45953,QID 156,How many times over did God say he would punish anyone who killed Cain?,,,Sevenfold,Zero,Fivefold,Hundredfold,2,Genesis,4,15,Genesis 4:15
45954,QID 157,Where did Cain go after killing Abel?,,,Land of Nod,Land of Ur,Canaan,Plain of Shinar,2,Genesis,4,16,Genesis 4:16
45955,QID 158,What was the name of the city Cain built?,,,Enoch,Nineveh,Rehoboth,Sodom,2,Genesis,4,17,Genesis 4:17
45956,QID 159,Who was Cain’s firstborn son?,,,Enoch,Enos,Nimrod,Irad,3,Genesis,4,18,Genesis 4:18
45957,QID 160,Which of the following was a grandson of Cain?,,,Irad,Mehujael,Methusael,Lamech,3,Genesis,4,18,Genesis 4:18
45958,QID 161,Which of the following was a great-grandson of Cain?,,,Mehujael,Irad,Methusael,Lamech,3,Genesis,4,18,Genesis 4:18
45959,QID 162,Which of the following was a great-great-grandson of Cain?,,,Methusael,Mehujael,Irad,Lamech,3,Genesis,4,18,Genesis 4:18
45960,QID 163,Which of the following was a great-great-great-grandson of Cain?,,,Lamech,Methusael,Mehujael,Irad,3,Genesis,4,18,Genesis 4:18
45961,QID 164,Who was the first person identified as a bigamist in the Bible?,,,Lamech,Abraham,Isaac,Moses,3,Genesis,4,19,Genesis 4:19
45962,QID 165,"Which of the following was a wife of Lamech, a descendant of Cain?",,,Adah,Delilah,Naamah,Tamar,3,Genesis,4,19,Genesis 4:19
45963,QID 166,"Which of the following was a wife of Lamech, a descendant of Cain?",,,Zillah,Naamah,Tamar,Keturah,3,Genesis,4,19,Genesis 4:19
45964,QID 167,Who was the mother of the man called the father of those who dwell in tents?,,,Adah,Zillah,Naamah,Tamar,3,Genesis,4,20,Genesis 4:20
45965,QID 168,Who was called the father of those who dwell in tents?,,,Jabal,Jubal,Cain,Abraham,3,Genesis,4,20,Genesis 4:20
45966,QID 169,Who was called the father of those who play the harp?,,,Jubal,Abel,David,Enosh,3,Genesis,4,21,Genesis 4:21
45967,QID 170,What was the name of the woman whose son was called the father of those who play the harp?,,,Adah,Naamah,Zillah,Keturah,3,Genesis,4,20,Genesis 4:20
45968,QID 171,Who is the first harpist named in the bible?,,,Jubal,Abel,David,Enosh,3,Genesis,4,21,Genesis 4:21
45969,QID 172,Who is the second person identified as killing a man in the Bible?,,,Lamech,Cain,Moses,Joshua,2,Genesis,4,23,Genesis 4:23
45970,QID 173,"Why did Lamech, a descendant of Cain, say he killed a young man?",,,The man wounded him,The man stole from him,The man was a son of an enemy,He didn’t like the man,2,Genesis,4,23,Genesis 4:23
45971,QID 174,"How many times over did Lamech, a descendant of Cain, say he would be avenged if he were murdered because he had killed a young man?",,,77,Zero,7,10,3,Genesis,4,23,Genesis 4:23
45972,QID 175,What was the name of Adam and Eve’s third son?,,,Seth,Abel,Enos,Irad,2,Genesis,4,25,Genesis 4:25
45973,QID 176,Why did Adam and Eve name their son Seth?,,,He replaced Abel,He was their third child,God gave them the name,He was a child of sorrows,2,Genesis,4,25,Genesis 4:25
45974,QID 177,What was the name of Seth’s first son?,,,Enos,Jared,Mahalaleel,Cainan,3,Genesis,4,26,Genesis 4:26
45975,QID 178,Who was Enos’ grandfather?,,,Adam,Noah,Esau,Cain,3,Genesis,4,26,Genesis 4:26
45976,QID 179,Which of the following was an uncle of Enos?,,,Cain,Jared,Isaac,Enoch,3,Genesis,4,26,Genesis 4:26
45977,QID 180,Which of the following was an uncle of Enos?,,,Abel,Jared,Abraham,Ham,3,Genesis,4,26,Genesis 4:26
45978,QID 181,How old was Adam when he had Seth?,,,130,150,210,95,2,Genesis,5,3,Genesis 5:3
45979,QID 182,How old was Seth when Adam died,,,800,678,549,840,3,Genesis,5,4,Genesis 5:4
45980,QID 183,Who is the fourth oldest man who ever lived?,,,Adam,Cainan,Seth,Cain,3,Genesis,5,5,Genesis 5:5
45981,QID 184,How old was Adam at the time of his death?,,,930,910,980,845,2,Genesis,5,5,Genesis 5:5
45982,QID 185,"Who was the father of Enos, a grandson of Adam?",,,Seth,Abel,Mahalaleel,Cain,2,Genesis,5,6,Genesis 5:6
45983,QID 186,How old was Seth when he had Enos?,,,105,205,55,320,2,Genesis,5,6,Genesis 5:6
45984,QID 187,How many years did Seth live after he had Enos?,,,807,580,801,650,2,Genesis,5,6,Genesis 5:6
