Category 4,Isaiah 11:8 states that the child will play with what dangerous animal?,Asp,Crocodile,Wolf,Griffon,Isaiah,Isaiah 11:8
Category 4,Which of these animals pulled one of the three chariots that the prophet Isaiah saw in his vision about the fall of Babylon?,Donkey,Mule ,Ox,Elephant,Isaiah,Isaiah 21:7
Category 4,Which of these animals pulled one of the three chariots that the prophet Isaiah saw in his vision about the fall of Babylon?,Camels,Mule ,Lions,Ox,Isaiah,Isaiah 21:7
Category 4,"In Isaiah 56, God calls Israel’s watchmen blind and ignorant, and compares them to what animal?",Dogs,Hyenas,Donkeys,Sheep,Isaiah,Isaiah 56:10
Category 4,"In Jeremiah 48, the Lord tells residents of Moab to leave their cities and live in the rock like what animal?",Dove,Goat,Snake,Eagle,Jeremiah,Jeremiah 48:28
Category 4,"When Jeremiah prophesies about king Nebuchadnezzar’s attack on Egypt, he describes the Babylonian army as innumerable and more plentiful than what animal?",Grasshoppers,Ants,Rabbits,Flies,Jeremiah,Jeremiah 46:23
Category 4,In which book of the Bible is the word “eternity” found?,Isaiah,Revelation,John,Daniel,Isaiah,Isaiah 57:15
Category 4,How many times does the word “eternity” appear in the Bible?,1,0,12,5,Isaiah,Isaiah 57:15
Category 4,Which of the following is the longest word in the Bible?,Mahershalalhashbaz,Supercalifragilisticexpialidocious,Ghilleseatheanaich,Nebuchadnezzar,Isaiah,Isaiah 8:3
Category 4,Which prophet’s son had the longest name in the Bible?,Isaiah,Nehemiah,Zechariah,Habakkuk ,Isaiah,Isaiah 8:3
Category 4,Who named the person with the longest name in the Bible?,God,An angel,The prophet Samuel,The prophet Nathan,Isaiah,Isaiah 8:3
Category 4,"In the first verse of Malachi, how does the prophet describe the message God has given him for Israel?",The burden of the word,The burden of the truth,The burden of prophesy,The burden of understanding,Malachi,Malachi 1:1
Category 4,"In the book Of Malachi, who asked this question: “Wherein hast thou loved us?”",Israel,Judah,The children of Jerusalem,The church,Malachi,Malachi 1:2
Category 4,"In the book of Malachi, to whom is this question addressed: “Wherein hast thou loved us?”",God,David,Moses,The priest,Malachi,Malachi 1:2
Category 4,"In Malachi, who says: “I hated Esau”?",God,Jacob,Isaac,Sarah,Malachi,Malachi 1:3
Category 4,"In Malachi, whose mountains and heritage does God say he laid waste?",Esau,Ishmael,Lot,Saul,Malachi,Malachi 1:3
Category 4,"In Malachi, for what or whom were the mountains and heritage of Esau laid waste?",Dragons,Wild beast,Lions,Scorpions,Malachi,Malachi 1:3
Category 4,Who is the founder of the nation of Edom?,Esau,Jacob,Goliath,Og,Malachi,Malachi 1:3
Category 4,"In Malachi who says: “We are impoverished, but we will return and build the desolate places”?",Edom,Ammon,Judah,Israel,Malachi,Malachi 1:4
Category 4,"Who made this statement in Malachi: “They shall build, but I will throw down”?",God,The king of Egypt,Satan,The king of Edom,Malachi,Malachi 1:4
Category 4,"According to the book of Malachi, who will be called “the border of wickedness”?",Edom,Egypt,Gog,Mesopotamia,Malachi,Malachi 1:4
Category 4,"In Malachi, who does God say will be called “the people against whom the LORD hath indignation for ever”?",Edomites,Egyptians,Ephraimites,Libyans ,Malachi,Malachi 1:4
Category 4,"Finish this verse in Malachi: “And your eyes shall see, and ye shall say, The LORD will be magnified from the border of…”",Israel,Judah,Canaan,Edom,Malachi,Malachi 1:5
Category 4,Finish this statement in Malachi: “A son honoureth his…”,Father,Mother,Parents,House,Malachi,Malachi 1:6
Category 4,"Finish this statement by God in Malachi: “If I be a master, where is my…?”",Fear,Respect,Love,Honour,Malachi,Malachi 1:6
Category 4,"In Malachi, those among which group does God say despise his name?",The priests,The Jews,The church,The Israelites,Malachi,Malachi 1:6
Category 4,"Who asked this question in Malachi, “Wherein have we despised thy name?”",The priests,The Jews,The church,The Israelites,Malachi,Malachi 1:6
Category 4,"In Malachi, what polluted thing does God say priests have offered on his alter?",Bread,Meat,Grain,Fruit,Malachi,Malachi 1:7
Category 4,"How does God say the priests view his altar or table, according to Malachi?",As contemptible,As a thing of beauty,As holy,As special,Malachi,Malachi 1:7
Category 4,Who asked God this question in Malachi: “Wherein have we polluted thee?”,The priests,The children of Israel,The children of Edom,The high priest,Malachi,Malachi 1:7
Category 4,Who is this question in Malachi addressed to: “Wherein have we polluted thee?”,God ,The high priest,The priests,Judah,Malachi,Malachi 1:7
Category 4,Finish this question in Malachi about offering animals with defects as sacrifices to God: “And if ye offer the blind for sacrifice is it…?”,Not evil,Not for good,To their benefit,All for good,Malachi,Malachi 1:8
Category 4,Which specific animals did Malachi say it is a sin to offer?,The lame and sick ,The robust and healthy,The young and robust,The ewe and ram,Malachi,Malachi 1:8
Category 4,To whom does God tell the priests to offer their sick animals to see if he would be displeased with them?,The governor,The king,The prince,The high priest,Malachi,Malachi 1:8
Category 4,"In Malachi, what does God say he will not accept at the hand of priests who displease him?",Offering,Gold,Gifts,Bread,Malachi,Malachi 1:10
Category 4,In which book of the bible is this statement by God found: “For from the rising of the sun even unto the going down of the same my name shall be great among the Gentiles”?,Malachi,Joel,Daniel,Habakkuk,Malachi,Malachi 1:11
Category 4,"Where in the bible is this found: “and in every place incense shall be offered unto my name, and a pure offering: for my name shall be great among the heathen, saith the LORD of hosts”?",Malachi,Obadiah,Amos,Revelation,Malachi,Malachi 1:11
Category 4,"In the book of Malachi, which of these things of the LORD do the priests say is polluted?",His table,His tabernacle,His sanctuary,His temple,Malachi,Malachi 1:12
Category 4,"In the book of Malachi, which of these things of the LORD do the priests say is contemptible?",His meat,His grain,His sacrifice,His sight,Malachi,Malachi 1:12
Category 4,"In Malachi, what type of animal offering does God say is brought to him by Israel?",The damaged,The fat,The healthy,The young,Malachi,Malachi 1:13
Category 4,"In Malachi, what type of animal offering does God say is brought to him by Israel?",The lame,The first of the flock,The last of the flock,The female,Malachi,Malachi 1:13
Category 4,"In Malachi, what type of animal offering does God say is brought to him by Israel?",The sick,The smallest,The largest,The firstborn male,Malachi,Malachi 1:13
Category 4,"Who said these words in Malachi: “But cursed be the deceiver, which hath in his flock a male, and voweth, and sacrificeth unto the Lord a corrupt thing”?",God,The high priest,The king of Israel,The prophet,Malachi,Malachi 1:14
Category 4,"In Malachi, who did God tell he would curse if they didn’t listen to his commandments?",Priests ,Judah,Edom,Israel,Malachi,Malachi 2:1
Category 4,"In Malachi, whose blessings does God say he will curse if they fail to listen to his commandment?",The priests,Prophets,The king,Judah,Malachi,Malachi 2:2 
Category 4,"In the book of Malachi, what does God demand that the priest give to his name?",Glory,Gifts,Wine,Sacrifice,Malachi,Malachi 2:2
Category 4,"In the book of Malachi, whose blessings does God say he has already cursed?",Priests,Prophets,Edom,Judah,Malachi,Malachi 2:2
Category 4,"In Malachi, what connected to priests does God say he will corrupt because of their failings?",Their seed,Their land,Their meat,Their garments,Malachi,Malachi 2:3
Category 4,"In Malachi, what does God say he will spread on the faces of the priests?",Dung,Soot,Boils,Mange,Malachi,Malachi 2:3
Category 4,"In Malachi, which dung does God say he will smear on priests?",From their solemn feasts,From their barn,From their fields,From the open pastures,Malachi,Malachi 2:3
Category 4,"Finish this statement by God in Malachi, “And ye shall know that I have sent this commandment unto you, that my covenant might be with…”",Levi,Judah,Israel,Benjamin,Malachi,Malachi 2:4
Category 4,"In Malachi, to which tribe was God referring when he said he gave them his covenant “for the fear wherewith he feared me, and was afraid before my name”?",Levi,Issachar,Reuben,Judah,Malachi,Malachi 2:5
Category 4,"In Malachi, what did God say was in the mouth of Levi in the beginning?",The law of Truth,The Law of Moses,Words of honesty,Words of wisdom,Malachi,Malachi 2:6
Category 4,"In Malachi, what did God say was not found on the lips of Levi in the beginning?",Iniquity,Love ,Truth,Righteousness,Malachi,Malachi 2:6
Category 4,"In Malachi, how does God say Levi walked in the beginning?",In peace,In corruption,In anger,In self interest,Malachi,Malachi 2:6
Category 4,"In Malachi, how does God say Levi walked in the beginning?",In equity,In melancholy,In sadness,In destruction,Malachi,Malachi 2:6
Category 4,"In Malachi, what does God say Levi originally turned many from?",Iniquity,Truth,Love,The law,Malachi,Malachi 2:6
Category 4, What does Malachi say the lips of the priests should keep?,Knowledge,Faith,Joy,The law,Malachi,Malachi 2:7
Category 4,What does the book of Malachi say people should seek from the mouth of the priest?,The law,Judgment,Knowledge,Blessing,Malachi,Malachi 2:7
Category 4,"According to Malachi, which of the following is a description of the job of a priest?",Messenger of the LORD,Soothsayer,Minister to nation,Necromancer,Malachi,Malachi 2:7
Category 4,"In Malachi, how does God say the priests have dealt with the principles of the LORD?",Departed from it,Kept it with care,Kept it half heartedly,Made an idol to it,Malachi,Malachi 2:8
Category 4,"According to the book of Malachi, in what did the priests cause many to stumble?",The law,The gospel,Idols,Tithes,Malachi,Malachi 2:8
Category 4,"In Malachi, what are priests accused of corrupting?",The covenant of Levi,The new covenant,The covenant of Moses,The covenant of Abraham,Malachi,Malachi 2:8
Category 4,"In Malachi, what does God say he has made the priests “before all the people”?",Contemptible,A joy,A blessing,As soothsayers,Malachi,Malachi 2:9
Category 4,"In Malachi, how does God say he has made the priest “before all the people”?",Base,High,A light,Darkness,Malachi,Malachi 2:9
Category 4,Finish this question in Malachi: “Have we not all one…?”,Father,God,Mother,Temple,Malachi,Malachi 2:10
Category 4,"Finish this question in Malachi, “hath not one God…?”",Created us,Loved us,Delivered us,Protected us,Malachi,Malachi 2:10
Category 4,"Finish this question in Malachi: “why do we deal treacherously every man against his brother, by profaning the covenant of …”",Our fathers,Our God,Our law,Our blood,Malachi,Malachi 2:10
Category 4,"In Malachi, who does God say has dealt treacherously?",Judah,Egypt,Jacob,Abraham,Malachi,Malachi 2:11
Category 4,"In Malachi, where does God say abomination is committed?",Israel ,Judah,Greece,Edom,Malachi,Malachi 2:11
Category 4,"In Malachi, where does God say abomination is committed?",Jerusalem,Judah,Babylon,Nineveh,Malachi,Malachi 2:11
Category 4,"In Malachi, who does God say has profaned the holiness of the LORD?",Judah,Israel,Levi,Naphtali ,Malachi,Malachi 2:11
Category 4,"In Malachi, who is said to have married the daughter of a strange God?",Judah,Manasseh,Joseph,Ephraim,Malachi,Malachi 2:11
Category 4,In which two books of the bible does the word scholar appear?,Malachi and 1 Chronicles,1 Samuel and Daniel,Nahum and Proverbs,Psalm and Proverbs,Malachi,Malachi 2:12
Category 4,"In Malachi, which of the following does God say the people cover the altar of the LORD with?",Tears,Idols,Abominations,Praise,Malachi,Malachi 2:13
Category 4,"In Malachi, which does God say the people cover the altar of the LORD with?",Weeping,Sadness,Dust,Oil,Malachi,Malachi 2:13
Category 4,"In Malachi, which does God say the people cover the altar of the LORD with?",Crying out,Vain words,Sacrifice,False gods,Malachi,Malachi 2:13
Category 4,"Finish this statement about Israel and Judah in Malachi: “Because the LORD hath been witness between thee and the wife of thy youth, against whom thou hast dealt…”",Treacherously,Fairly,Kindly,Compassionately,Malachi,Malachi 2:14
Category 4,"Finish this statement in Malachi: “Therefore take heed to your spirit, and let none deal treacherously against the wife of…”",His youth,His brother,His father,His old age,Malachi,Malachi 2:15
Category 4,"In Malachi, what does God say the man who divorces the wife of his youth uses his garment to cover?",Violence,The law,Mercy,Love,Malachi,Malachi 2:16
Category 4,"In the book of Malachi, which of these does God say he hates?",Divorce,False prophets,Liars,Fornicators,Malachi,Malachi 2:16
Category 4,"In Malachi, which of these has God been wearied with?",Words,Sacrifices,Songs,Idols,Malachi,Malachi 2:17
Category 4,"In Malachi, which of these questions has wearied God?",Where is the God of Judgment?,Where is our blessing?,Wherein have we robbed God?,Where is our redeemer??,Malachi,Malachi 2:17
Category 4,"In Malachi, what did God say he will send his messenger before him to do?",Prepare the way,Preach righteousness,Destroy the sinners,Stop the sacrifice,Malachi,Malachi 3:1
Category 4,"According to Malachi, who will come suddenly to the temple?",The messenger of the covenant,The messenger before the Lord,The priest,The people,Malachi,Malachi 3:1
Category 4,What is God described as in Malachi?,Refiner’s fire,Lamb,Fiery sword,Mighty warrior,Malachi,Malachi 3:2
Category 4,What is God described as in Malachi?,Fuller’s soap,Candlestick,Light,Rider on a white horse,Malachi,Malachi 3:2
Category 4,Which of these words was used in the bible to describe a laundryman?,Fuller,Refiner,Domestic,Launderer,Malachi,Malachi 3:2
Category 4,Finish this statement about God in Malachi: “But who may abide the day of his…?”,Coming,Glory,Judgment,Anger,Malachi,Malachi 3:2
Category 4,Finish this statement about God in Malachi: “and who shall stand when he…”,Appeareth,Speaketh,Moveth,Judgeth,Malachi,Malachi 3:2
Category 4,Who in Malachi is described as a refiner?,Messenger of the covenant,The priest,The king,The high priest,Malachi,Malachi 3:3
Category 4,Who in Malachi is described as purifier of silver?,Messenger of the covenant,The priest,The king,The high priest,Malachi,Malachi 3:3
Category 4,"In Malachi, who does God say he will purify?",Sons of Levi ,Sons of Judah,Sons of Issachar,Sons of Naphtali,Malachi,Malachi 3:3
Category 4,"In Malachi, who does God say he will purge as gold and silver?",Sons of Levi,Sons of Malachi ,Sons of Dan,Sons of Jacob,Malachi,Malachi 3:3
Category 4,"When the sons of Levi are purified, what will happen to the offering of Judah and Jerusalem, according to Malachi?",It will please God,It will not rot,It will cease,It will be twice as frequent,Malachi,Malachi 3:4
Category 4,In Malachi who does God say he will be a swift witness against?,Adulterers,Murderers,The priest,The king,Malachi,Malachi 3:5
Category 4,In Malachi who does God say he will be a swift witness against?,Those who cheat workers,Pharisees,Scribes,The poor,Malachi,Malachi 3:5
Category 4,"In Malachi, who does God say he will be a swift witness against?",Perjurers ,Robbers,The rich,The princes,Malachi,Malachi 3:5
Category 4,"In Malachi, who does God say he will be a swift witness against?",Those who oppress widows,The merchants,Idolaters,Those who covet,Malachi,Malachi 3:5
Category 4,"In Malachi, who does God say he will be a swift witness against?",The sorcerers,Idolaters,Rich,Whoremongers,Malachi,Malachi 3:5
Category 4,"In Malachi, what does God say he will be against those who rob workers of wages?",A swift witness,A flaming sword,A curse,A bothersome boil,Malachi,Malachi 3:5
Category 4,Which of these is not mentioned as a reason God says he will be a swift witness in Malachi?,Holding back the tithe,Oppressing the hireling in his wages,Oppressing the fatherless,Turning aside the stranger,Malachi,Malachi 3:5
Category 4,"In Malachi, what reason does God give for saying, “therefore ye sons of Jacob are not consumed”?",God is unchanging,God is just,God is love,God is merciful,Malachi,Malachi 3:6
Category 4,"In Malachi, what does God say will make him return to the people?",If they return to him,If they offer a sacrifice,The paying of tithes,If they build a temple,Malachi,Malachi 3:7
Category 4,"In Malachi, which of these does God say?",Ye have robbed me,Ye have loved me,Ye are my beloved,Israel is the apple of my eye,Malachi,Malachi 3:8
Category 4,"In Malachi, what does God accuse the Israelites of stealing from him?",Tithes,Land,Sons,Men,Malachi,Malachi 3:8
Category 4,In Malachi what does God accuse the Israelites of stealing from him?,Offerings,Cattle ,Grain,Daughters,Malachi,Malachi 3:8
Category 4,"Why does God say in Malachi, “Ye are cursed with a curse:”?",Israel has robbed him,Israel has gone after idols,The priest have stopped offering sacrifices,The priest had married,Malachi,Malachi 3:9
Category 4,"In Malachi, what does God tell the people to bring into the storehouse?",Tithes ,Offerings,Wheat,Meat,Malachi,Malachi 3:10
Category 4,"In Malachi, what does God say is lacking from his house because the tithes were not being paid?",Meat,Wheat,Clothing,Wine,Malachi,Malachi 3:10
Category 4,"In Malach, what does God say he would do if the Israelites paid their tithes? ",Pour out a blessing,He would rejoice,Give them new wine,Fill the land with oil,Malachi,Malachi 3:10
Category 4,"What does God tell the Israelites he will open if they pay their tithes, according to Malachi?",Windows of heaven,Doors of heaven,The temple gates,The storerooms of heaven,Malachi,Malachi 3:10
Category 4,"In the book of Malachi, what did God say there wouldn’t be enough room to receive if Israel paid him his tithes and offering?",His blessing,Oil,Wine,Salvation,Malachi,Malachi 3:10
Category 4,What does God say in Malachi he will do if Israel brings its offerings?,Rebuke the devourer,Stop the locust,Stop the flood,Rebuke the earthquakes,Malachi,Malachi 3:11
Category 4,"In Malachi, what does God say will stop losing its fruit if Israel stops robbing him?",The Vine,The apple trees,The Pomegranates,The Olive tree,Malachi,Malachi 3:11
Category 4,"In the last days, who does Malachi say will call Israel blessed?",All nations,Egyptians,Edomites,Babylonians,Malachi,Malachi 3:12
Category 4,"In the last days, why does Malachi say Israel will be called blessed?",It will be a delightful land,God will live there,It will have gold,A river shall run through it,Malachi,Malachi 3:12
Category 4,"In Malachi, what does God say some have called a vain exercise?",Serving him,Fighting temptation,Converting Gentiles,Building the temple,Malachi,Malachi 3:14
Category 4,What does the book of Malachi say the people question the profit of keeping?,God’s ordinances,The Sabbath,The Ten Commandments,The feast days,Malachi,Malachi 3:14
Category 4,"According to the book of Malachi, what do people question the profit of doing?",Being mournful before God,Being hard working,Paying tithes,Sacrificing,Malachi,Malachi 3:14
Category 4,"According to the book of Malachi, who do people call happy?",The proud,The drunken,The wicked,The usurper,Malachi,Malachi 3:15
Category 4,"According to the book of Malachi, who do the people say prosper?",The wicked,The proud ,The drunken,The fornicators,Malachi,Malachi 3:15
Category 4,"According to the book of Malachi, who do the people say get away with wrong?",They that tempt God,They that obey God,Those who uphold the law,Those who offer sacrifice,Malachi,Malachi 3:15
Category 4,"According to Malachi, what book was written in God’s presence for those who fear him?",A book of remembrance,The book of the law,A book of thanksgiving,The book of life,Malachi,Malachi 3:16
Category 4,"In Malachi, what does God call those who honor and fear him?",His Jewels,His people,Covenant,His laws,Malachi,Malachi 3:17
Category 4,"In Malachi, God says he will spare those who honor and fear him as if they were what?",His own son,The sheep of his pasture,Fatherless,Widows and orphans,Malachi,Malachi 3:17
Category 4,"In Malachi, what does God say he will do between the righteous and the wicked?",Discern,Put hatred,Erect a wall,Sow compassion,Malachi,Malachi 3:18
Category 4,"In Malachi, what does God say he will do “between him that serveth God and him that serveth him not”?",Discern,Put hatred,Erect a wall,Sow compassion,Malachi,Malachi 3:18
Category 4,The book of Malachi says the day will come when the sun will burn like what?,An oven,A furnace,Open fire,Hot coals,Malachi,Malachi 4:1
Category 4,"In Malachi, what does God say the proud and the wicked shall be in the last days?",Stubble,Chaff,Dross,Dregs,Malachi,Malachi 4:1
Category 4,"Where is this verse found: “But unto you that fear my name shall the Sun of righteousness arise with healing in his wings; and ye shall go forth, and grow up as calves of the stall”?",Malachi,Psalm,Isaiah,Ezekiel,Malachi,Malachi 4:2
Category 4,"How does Malachi say those who fear God’s name will, “go forth, and grow up,” in the last days?",As calves of the stall,As warriors,As angelic beings,In righteousness,Malachi,Malachi 4:2
Category 4,"In Malachi, what will the wicked be under the soles of the righteous?",Ashes,Stray,Chaff,Dust,Malachi,Malachi 4:3
Category 4,"In Malachi, what are the people asked to remember?",The law of Moses,The coming out of Egypt,The destruction of Sodom,The offering for the Temple,Malachi,Malachi 4:4
Category 4,Which of these places is mentioned in Malachi?,Horeb,Jordan,Ararat,Canaan,Malachi,Malachi 4:4
Category 4,"In Malachi, who is mentioned as the servant of God?",Moses,Malachi,Elijah,Enoch,Malachi,Malachi 4:4
Category 4,"In Malachi, who does God say he will send before the great and dreadful day of the LORD?",Elijah,Moses,Enoch,Daniel,Malachi,Malachi 4:5
Category 4,"In Malachi, why does God say he will send a prophet before the coming of his great and dreadful day?",To reconcile fathers and children,To warn the people,To bring plagues on the wicked,To give equal rights,Malachi,Malachi 4:6
Category 4,"In Malachi, what does God say he will do if the fathers and children are not reconciled before the coming of his great and dreadful day?",Curse the earth,Flood the earth,Abandon the earth,Destroy all life,Malachi,Malachi 4:6
Category 4,"In the first verse of his book, to what source does Obadiah attribute his writing?",A vision,A prophecy,A revelation,Enlightenment,Obadiah,Obadiah 1:1
Category 4,To which nation does Obadiah address his prophecy?,Edom,Rosh,Persia,Media,Obadiah,Obadiah 1:1
Category 4,"In the first verse of his book, from whom does Obadiah say he has “heard a rumour”?",God,A priest,The people of Judah,Relatives,Obadiah,Obadiah 1:1
Category 4,"In the first verse of Obadiah, who or what does he say was sent out among the heathens?",An ambassador,An army,A prophet,A king,Obadiah,Obadiah 1:1
Category 4,What is the nation that Obadiah says heathen nations are being encouraged to rise up and fight?,Edom,Gomer,Libya,Didan,Obadiah,Obadiah 1:1
Category 4,"In the Book of Obadiah, which nation is spoken of as having been made “small among the heathen”?",Edom,Samaria,Put,Ammon,Obadiah,Obadiah 1:2
Category 4,Which words are used by Obadiah to describe how other nations feel about the children of Esau?,Greatly despise them,Greatly love them,Greatly respect them ,Greatly fear them,Obadiah,Obadiah 1:2
Category 4,Who or what does Obadiah say has deceived Edom?,Its pride,Its friends,Its enemies,Its wealth,Obadiah,Obadiah 1:3
Category 4,Where does Obadiah say Edom dwells?,The clefts of the rocks,The rich valley,The seashore,By the river,Obadiah,Obadiah 1:3
Category 4,What proud question does Obadiah say the nation of Edom has asked in its heart?,Who shall bring me down to the ground?,What nation is as exalted?,Who is like unto me?,Why should I worship God?,Obadiah,Obadiah 1:3
Category 4,Obadiah describes Edom as having exalted itself to the stature of what bird?,Eagle,Falcon,Hawk,Swan,Obadiah,Obadiah 1:4
Category 4,"In Obadiah, the Lord says he will bring Edom down even if the nation sets its nest where? ",Among the stars,In the clouds,On the mountaintop,On the greatest peak,Obadiah,Obadiah 1:4
Category 4,"In his question to Edom about thieves, how much does the prophet say robbers will take?",Enough to satisfy them,Everything ,Whatever is not tied down,Everything of value,Obadiah,Obadiah 1:5
Category 4,"Finish this question in Obadiah: “if the grape gatherers came to thee, would they not…”",Leave some grapes?”,Demand payment?”,Set wages?”,Gather all grapes?”,Obadiah,Obadiah 1:5
Category 4,What expression does the prophet Obadiah use to describe the disaster that awaits Edom?,"“How art thou cut off”	",“How great is thy affliction”,“How magnified are thy troubles”,“How worrisome is thy lot”,Obadiah,Obadiah 1:5
Category 4,Who is the father of the nation of Edom?,Esau,Jothan,Caleb,Lot,Obadiah,Obadiah 1:6
Category 4,Which of the following does the prophet Obadiah say will be searched out?,The things of Esau,The hearts of Edom,The glory of Israel,The might of Persia,Obadiah,Obadiah 1:6
Category 4,Whose “hidden things” does Obadiah say will be “sought up”?,Esau,Jacob,Abraham,David,Obadiah,Obadiah 1:6
Category 4,Where specifically does Obadiah say Edom’s allies will drive it?,To the border,The end of the earth,To the seas,To the feet of her enemies,Obadiah,Obadiah 1:7
Category 4,Who does Obadiah say has deceived Edom?,Its allies,Its enemies,Judah,Egypt,Obadiah,Obadiah 1:7
