Category 6,What did Peter say God had shown him?,Call no man unclean,Call all men unclean,The Jews are superior,The gentiles are dangerous,Acts,Acts 10:28
Category 6,"In the Book of Act, who said these words: “Of a truth I perceive that God is no respecter of persons”?",Peter,Paul,Barnabas,Luke,Acts,Acts 10:34
Category 6,"What fell on Cornelius, the centurion, and his household, when Peter spoke to them, according to the Book of Acts?",The Holy Ghost,Portions of the ceiling,Raindrops,Heavy hail,Acts,Acts 10:44
Category 6,What happened to Cornelius and his household when the Holy Ghost fell on them?,They spoke in tongues,The grew angry,They grew violent,They fell in trances,Acts,Acts 10:46
Category 6,What centurion and his household were baptized after hearing Peter preach the gospel?,Cornelius,Felix,Jairus,Silas,Acts,Acts 10:48
Category 6,In what place was the word Christian first used?,Antioch,Rome,Isle of Patmos,Bethlehem,Acts,Acts 11:26
Category 6,"According to the Book of Acts, which king “stretched forth his hands to vex certain of the church”?",Herod,Caesar ,Cyrus ,Ahab,Acts,Acts 12:1
Category 6,Which apostle did Herod kill?,James ,Matthew,John ,Judas,Acts,Acts 12:2
Category 6,How was the Apostle James killed?,With the sword,With an axe,By hanging,By burning,Acts,Acts 12:2
Category 6,What did Herod notice when he had James killed?,It pleased the Jews,He felt good,The Christians fled,He felt empowered,Acts,Acts 12:3
Category 6,What did Herod do after killing James?,Arrest Peter,Arrest Paul,Arrest John,Close churches,Acts,Acts 12:3
Category 6,How many squads of soldiers did Herod set to guard Peter after he arrested him?,4,2,3,6,Acts,Acts 12:4
Category 6,When did Herod plan to try Peter before the public?,Easter,Christmas,The New Year,His birthday,Acts,Acts 12:4
Category 6,"While Peter was in prison, what did the church do?",Pray ceaselessly,Close its doors,Plan his escape,Threaten Herod,Acts,Acts 12:5
Category 6,"While in prison, how many soldiers was Peter sleeping between?",2,3,4,6,Acts,Acts 12:6
Category 6,"While in prison, how was Peter further confined?",Bound with chains,Handcuffed,Tied with a rope,Tied to the guards,Acts,Acts 12:6
Category 6,Who appeared to Peter while he was in prison?,An angel,John,Paul,Herod,Acts,Acts 12:7
Category 6,"What did an angel do to wake a sleeping Peter, who was imprisoned and waiting trial, according to the Book of Acts?",Smote his side,Called his name,Shined a bright light,Made a loud noise ,Acts,Acts 12:7
Category 6,"What happened when a bound and imprisoned Peter did as an angel told him and got up from his prison bed, according to the Book of Acts?",His chains fell off,He floated in the air ,His face shone,His chains tightened,Acts,Acts 12:7
Category 6,"Who did an angel tell as he escaped from prison: “Gird thyself, and bind on thy sandals. And so he did. And he saith unto him, Cast thy garment about thee, and follow me”?",Peter,John,Paul,Timothy,Acts,Acts 12:8
Category 6,To whose home did Peter go after an angel released him from Herod’s prison?,"Mary, the mother of John",His own home,Martha’s and Mary’s home,His brother Andrew’s home,Acts,Acts 12:12
Category 6,Who answered the door at the home Peter went to after escaping Herod’s prison?,Rhoda,Lois,Eunice,Mary,Acts,Acts 12:13
Category 6,What did Herod do with the guards after Peter escaped from prison?,Killed them,Banished them,Imprisoned them,Cut off their hands,Acts,Acts 12:19
Category 6,Which king was smote and killed by an angel after giving a speech that people called the voice of a god?,Herod,Caesar ,Nebuchadnezzar ,Saul,Acts,Acts 12:23
Category 6,What were Barnabas and Simeon viewed as in the church of Antioch?,Prophets and teachers,Sages,Learned men,Apsostles,Acts,Acts 13:1
Category 6,What is the name of the Jewish sorcerer found on the Isle of Paphos?,Barjesus,Cyrene,Titus,Mark,Acts,Acts 13:6
Category 6,What was Paul’s name before it was changed?,Saul ,John,Peter ,James,Acts,Acts 13:9
Category 6,What was wrong with the man Paul healed in Lystra?,He was crippled,He was blind,He was deaf,He was unable to speak,Acts,Acts 14:8
Category 6,Who did Paul personally circumcise? ,Timotheus,Peter,John of Zebedee,Simeon,Acts,Acts 16:1
Category 6,Which of the following women became a Christian because of Paul’s teaching?,Damaris ,Lois ,Martha,Mary,Acts,Acts 17:34
